vol_num,等級,立意,結構,修辭,敘述,啟發,總分,題目,作答
105_h01,A,5,4,4,4,4,21,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。","　　　　我看歪腰郵筒
　　一場天災，兩個郵筒，隱含了臺灣多年來的社會價值，小確幸的威力撫平傷痛的痕跡，但小確幸也是一種城鄉差距。
    那晚我在厚實的水泥牆內安然無恙。台北作為首善之都，除非核電廠意外，或海水倒灌，我很難相信一場天災，可在一夕之間令我流離失所，必須愁緒著一餐的著落。可花東沿海的農民不同，南部的果農不同，一場天災代表的是，接連數月甚至一年的生計煙消雲散，兩個歪腰的郵筒，並不能使他們會心一笑，那是城巿人小確幸。一張深具「萌」感的照片，透過網路流傳起來，連中華郵政也順應潮流，發起意料之外的災難財，但網路不及的山區等地，得等待數日的報紙送達，才能一瞧那只聞其名，不見其地的台北，究意*在歡喜什麼。幾家歡樂幾愁，城鄉差距攤在眼前，但實際放在心上的人們，屈指可數。
    「世界上沒有黑暗的地方，只有看不見的地方。」而這看不見之處，又並非真正不能見，而是個人要不要見。許多外國媒體不曾體驗過颱風的力量，但他們卻個個重視蘇迪勒的軌跡，他們驚訝於臺灣的生命力，能在天災過後迅速找回幽默的態度，但受災最嚴重的地區，能如此苦中作樂嗎？幽默是有能力的人，才有的權利。魯迅曾言：「我們必須有勇氣面對無情的真理。」作為一個革命家，在他的眼裡，也許沒有小確幸的生存空間，他的目光在最落後的地方，在最需要幫助的人身上，他有先天下而憂，後天下而樂的情懷，兩個歪腰郵筒和其他昂然挺立的郵筒沒有什麼不同，因著眼的重點並不在此。
    「人生嘛，歪腰也無妨」一句口號，常使人忘記悲懼有其重量，太多的無妨、太多的隨意，是安居樂業的人才能訴說出口，小確幸或許是懦弱的表現，但世界需要勇氣，讓需要被見到的重點顯現，讓人人所見的歪腰郵筒，沒有什麼特別之處。
"
105_h04,A,4,4,4,4,4,20,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。","三
　　　　我看歪腰郵筒
　　_蘇迪勒_颱風，將我家的陽台和客廳吹得亂七八糟，積水如一片汪洋不斷朝室內湧入。在經過一整個白天的搶救與打掃。骨頭如散了般的我癱坐在沙發上，正巧電視正播報著歪腰郵筒的新聞……。
    起初我不以為意，認為那只是和我家一樣，一種風災造成的損失。大抵也因颱風天，無法出門尋樂，只能播報這種新聞供大眾消讉玩味。然而，多日的播報那兩尊「治癒人心的郵筒」以及朋友們粉粉在社群網頁上拍照分享，讓我無法忽視這兩個受災戶的高人氣。接著，中華郵政宣布要讓郵筒維持現狀更激起了網路上的討論迴響，正反評價兩極。且眼見「話題就是錢潮」，許多相關商品洪水般出品，更突顯了歪腰郵筒們居高不下的人氣。
    當我在看這次事件，我也反思究竟如此風波的產生帶給我們什麼影響？或許民眾又單純覺得它們可愛有趣，因此到當地爭先拍照留念。但我認為，過度放大這兩名「受災戶」的焦點，而未真正留心於實際救災，是否有些本末倒置？而在跟風拍照，打卡炫耀同時，我們是否有反思這次事件背後，可能隱含公共安全有疑慮的現象？
    但若又用另一種角度詮釋歪腰郵筒，何嘗不是一種「因禍得福」？未造成人員傷亡之下，天時地利造就如此「奇觀」，激發了創意巧思，將其轉換成商品，帶來商機。成功地在網路上製造話題，讓民眾多方思考此次事件反映出_台灣_人的哪個面貌？我相信事情都非好或壞絕對的一面，這次郵筒事件即是一個好的事例。
    當網路上一味筆戰，爭論歪腰郵筒是否該維修時，我靜靜思考。此次事件反映了_台灣_人的幽默，無傷大雅地化解了風災損失。甚至運用文創的力量來推廣歪腰郵筒的趣味。然而在我們爭相搶購、拍照時，是否能深入思考歪腰郵筒除了可愛，是否帶給我們啟示，諸如公共安全的問題是否有細節被忽略？是否有人該把關道路安全！
    萬幸此次被招牌重擊的是郵筒而不是民眾，才能造成廣大的迴響與話題。然而事情的結果非絕對好壞，不知道眾人是否反省了歪腰郵筒背後的意涵了呢？
"
105_h03,A+,5,5,5,4,5,24,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。","三、引導寫作
　　　　我看歪腰郵筒
　　這時，人也只能笑了。
    蘇迪勒的狂風橫掃全臺，它破壞了，也創造了。臺北巿的兩個郵筒在一夜肆虐後歪了腰，在搜救隊進入災區的同時，更多民眾一窩蜂湧至郵局前方，紛紛拿起手機拍照留念——這是_臺灣_人的幽默，卻更似苦中作樂的無奈。苦悶需要靠幽默排遣，另類的思維、不同的角度可以使苦悶暫時被忘卻，人但的笑語可以將苦悶掩蓋，但，這樣的日子有多長？我們試圖將「破壞」解釋成「創造」，讓心中舒坦，但，破壞終究是事實，只是較為人們喜愛的形式被解釋成創造。苦悶可以被大眾幽默排遣，卻不能完全化解，在會心一笑之餘，我們更該思考的是，我們要如何能不再苦中作樂，而是真正擁有快樂，如何不再用解釋來忘卻災難的痛，而是用行為撫平瘡疤。
    歪腰郵筒所呈現的社會氛圍是全人類社會的投影，近年來，社群網站漸漸廣為使用，它成了人們最好的避風港，我們把自己旅遊的照片上傳，向世界宣誓我們的樂，低薪、生活壓力、課業壓力……似乎消弭至盡，但，這是真的嗎？困頓帶來的痛，是靠勇氣撫平的，不是用笑輕易帶過的，因為笑完後，痛的根源並沒有被根治，還是難受。郵筒旁圍繞著許多雀躍地將合照上傳到社群網站的民眾，有的可能亦為天災所苦，至此暫忘苦痛，有的可能純粹前來一探究竟，無論用什麼樣的心情來看這兩個郵筒，我們都必須有自覺：被颱風破壞的郵垌會因外形俏皮被解釋為美好的創造，它們可以繼續歪腰，但面臨人生暴風雨的人們若屈於危難變故，一味歪腰苦笑、自憐，而不思挺直腰桿，直挺挺地作為一個有尊嚴的人，無論什麼樣的解釋，都只顯示更沉痛的悲哀。
    雖生命未必永遠春和景明，偶有檣傾楫摧，但一個人的志氣，大眾的信念就是生命光華之所在。不思堅毅，那人也只能笑了。
    笑，是因為哀。
    因為，人不是郵筒。
"
105_h02,A+,5,5,5,5,5,25,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。","　　　　我看歪腰郵筒
　　正如詩人說：「一沙一世界，一花一天堂。」由歪腰郵筒事件可見得_臺灣_百姓對於生活苦中作樂的能力。畢竟生命已太短暫、太平凡無奇，如同曾經經蒸騰著碼頭鳴笛聲的日光，如同沙漏裡的微塵自罐間滲漏，與其心冀將螢火蟲般的一生活成一天一地的長久，不如在生活中珍視每一眼、每一瞬間萬物的變化，才能自生命中汲取價值與意義，擁有洞見穹廬下美麗事物並將之轉化為渡過苦阨的力量。
    我看歪腰郵筒，極其認同它的存在，也極其佩服關注之而使之成名的那群人。因為他們，讓_臺灣_媒體社會新聞版面多年來充斥不堪入目負面新聞的陳疴注入新意、改變氛圍，其魅力大抵如同幾年前黃色小鴨蔚為風潮的力量。而不同的是，這次，_臺灣_人已學會從自己的土地出發，從生活中找尋那一股能使社會大眾會心一笑、重拾對生活快樂的力量。既然_莊子_說：「人不勝天久已！」那麼_臺灣_人也沒有勝天的想法，而是能從天的力量中去索求，求得一份自己的樂，在苦阨的羈絆中突圍。
    我想_臺灣_社會的壓力已太沉重，政治局勢紛亂、天災人禍頻仍，因而在尋得生活中的小確幸——歪腰郵筒後才會又進一步以苦笑的口吻自嘲：「人生嘛！歪腰也無妨。」這一步是_臺灣_民眾思考境界的提升。在求得生活之樂後又能轉頭灑脫面對世界的不如意，不再有雨悲晴喜那樣雨癆川流裡老太婆怨天尤人的咒罵，不再是_鄭用錫_﹏勸和論﹏筆下那樣剽悍而不懂得人生境遇是往心索求而非以刀刃示人的莾撞漢子。也許歪腰郵筒正是_臺灣_人民內心理想的投影：生命不用太完美，只要能擁有一份快樂，讓我能正視每一天的挫折與挑戰，就是我的幸福，就能成就我生命中最芳馥的價傎和意義。
    _日本_的_宮本武藏_有云：「但將凡事化作水去涉渡，此外無語可替。」我想歪腰郵筒最重要的意義除了是療癒眾人心中的苦難和枷鎖之外，更重要的便是給我們勇氣去正視一切瓶頸、一切進退失據的處境，而終能親身實踐「涉渡一切」並坦然以對。我相信臺灣人的人心永遠都會存在一個歪腰郵筒，那照亮我們的心，讓我們明白_黑格爾所云_：「在統粹的光明和純粹的黑暗中一樣，一切皆不可見。」因此我們得以在現實的黑白相間中昂首挺胸面對。
  "
105_h05,A,5,4,4,4,4,21,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。","三、引導寫作
　　　　我看歪腰郵筒
　　狂風在鄉間哭嚎，暴雨在城巿傾倒，蘇迪勒颱風在一番恣意妄為以後，留下的除了泥濘的家園，還有一項一夕之間聲名遠播的，被稱之為藝術品的，歪腰郵筒。
    颱風脫離本島以後，翌日，各家報章雜誌與傳播媒體，無不以或大或小的版面來報導這件號稱「巧奪天工」的傑作；傑作的後頭則是井然有序的排隊人龍；人龍的目的無他，又為一暏歪腰郵筒的廬山真孔。從此次的事件中可以探知，臺灣人民對於「小確幸」的追求。郵筒本是無情之物，不過被風吹歪了佇立的角度，人們竟因而滿足。颱風所造成的災害到底是罄竹難書，難道人民看不見原鄉和山地地區居民的呼救？我們太安於自我的滿足，甚至以不過一丁點的滿足而沾沾自喜，而忘記了本應持續追踨探討的，是一件事情的不同面向與角度。
    但歪腰郵筒事件的發生，我們其實還得心懷感謝。感謝各家媒體的大肆報導，在這之中我們才得以看見當今傳媒的素質如何低落。傳媒是極具影響力的；我們冷靜的來，最後拖著被傳媒渲染成失去獨立思考能力的樣貌與身軀離去。傳媒對於報導素材的取捨何其重要，它可以影響的不只是一個人，乃至於一個社群、一個國家，更甚者，影響整個民族的思想。對於歪腰郵筒這樣的小確幸，媒體不應該把鏡頭聚焦在這種格局不足的事件身上。當畫面放映著人們歡欣合影留念的畫面，在這片土地上，還有多少值得我們長期關注的議題，諸如貧窮、環保、食安、動保等，猶仍見不著光？依我之見，媒體甚至捏塑著人民的素養，以及看待事物的眼光。
    我看歪腰郵筒，不過是一件受風災毀損的公物。順水推舟成藝術固非全然是惡，但是人們理應追求的生活，絕非僅是侷促在狹窄的小確幸之中；相反的，我們要到達的，是一個物阜民豐，國家富強的境地。而間接的幫凶，傳媒，也該深切檢視自我新聞產出的格局，絕不能讓整個社會落入「媒體總白痴化」的困窘之中。人生的確歪腰也無妨，但絕不能自安於現狀。否則我們失去的不只是競爭力，甚至失去整個國家人民心中鬥志的那份慷慨激昂。
"
105_h10,A,4,4,4,4,4,20,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。","三、　　　　我看歪腰郵筒
    在颱風災情的沉重報導之間，穿插著一則令人眼睛為之一亮的新聞——「歪腰郵筒」。不僅抓住了群眾的目光，連我也不禁感到好奇。郵筒像是活了過來的俏皮，把大家的注意力從哀傷的災情中抓了出來。有些人批評媒體和群眾過度放大這件事，而不關心天災造成的禍難；有些人則歡喜不已，即使刮風下雨也要排隊和郵筒合影留念，跟上風潮。無論如何，不可否認的是這個歪腰郵筒的確在我們的生活中增添了一抹鮮亮的色彩。
    起初看到歪腰郵筒的照片，我也覺得可愛極了，四處和朋友分享、轉貼，大家都笑成一團，在眾多災情畫面中居然有如此出奇的一隅，看了總令人會心一笑。然而隨著網路、媒體的傳播，郵筒開始充斥著版面和手機螢幕，記者實地採訪郵局、民眾大排長龍的拍照，甚至還得動用公務人員在一旁維持秩序，保護歪腰郵筒不因民眾次次的推壓姿勢而傾倒。隨著報導次數的增多，我也漸漸心生煩膩了。
    不到五分鐘就會看到一兩次的歪腰郵筒，甚至為了它的週邊商品做專題報導。讓我懷疑，難道郵筒出現了之後，風災就停止了嗎？當然不可能。為了歪腰郵筒的新聞而使民眾忽略了_蘇迪勒_颱風帶來的災害、損失。多少山林的樹木因此而傾倒？多少建築樓房因此而淹水損害嚴重？多少果農、菜農因此而失去了一年來的辛苦？有山區的民宿業者因這次的颱風而失去生計；有路邊不小心注意的民眾被招牌砸傷而就醫……。新聞媒體的功能本應是提醒人們注意安全和告知民眾國內外的大事，而這時卻從「不出門便知天下事」變成「不出門而知歪腰郵筒」了。實是本末倒置啊！
    隨著颱風的離去，時間風潮一過，現在也沒有人在關心歪脆腰郵筒了，而歪腰郵筒也被移至郵局博物館外紀念。有這麼一個幽默、恰巧的事不是壞事，作為蘇迪勒颱風的紀念也不失妥當，但過度消費來吸引點閱率、收視率，甚至推出種種系列商品，已過度渲染這件小趣事的價值了，甚而迫害媒體視聽的價值，也讓群眾一窩蜂的趕流行而不關心國人的災情。應將歪腰郵筒視為有趣的插曲，但不應將重心放在如此微小的末枝上。

　　"
100_CH1-07,A,4,4,4,4,4,20,司法院大法官會議做出第六八四號解釋，認定大學生如不滿學校的處分，有權可提起訴願和行政訴訟。臺灣大學李校長表示，依據《大學法》的規定，學校在法律的範圍內有自治權，學生也有很多申訴管道；大法官做出這項解釋，可能造成學校和學生之間關係的緊張。學校是教學的地方，學校和學生之間的關係，應如何維持和諧，避免陷於緊張，而影響教學活動，是學校和學生雙方面都應關心的問題。對大法官的這項解釋和李校長的反應，以你在學校的親身體驗或所見所聞，請以「學校和學生的關係」為題，寫一篇完整的文章。文體不拘，文長不限。,"三      學校和學生的關係
    同樣風和日麗的學校，同樣春和景明的校園，不同的是大家討論著有關「六四八號解釋」的看法。有的同學激昂的誇讚大法官的「英勇之舉」，也有同學嘀咕著反對意見。而我呢，只是默默坐在窗邊，看著那些遲到而被教官罰掃校園的同學。嘈雜聲隨著午休鐘響淡去，而我仍繼續思考這個令人猜不透的哲學問題。
    又是一項民主的大進步了，大法官這次將絕*定權交給大學生，希望他們做自己的主人。而李校長則反思到學校學生的互動，若是哪天某顆血氣方剛的小草莓行使了這項權力，學生與學校是否再*藏下引爆的危機呢？或許這就得看學生的修為及老師的處理方式了。而我，在校園中看到的是理性的溝通以及和睦相處的師生，我相信這是因為我們擁有判斷力，能以溫和取代激進。共創一個擁有良性溝通的校園，這是師生需要一起努力的。
    舉例來說，遲到的同學們是心甘情願的整理校園，因為他們知道自己有錯在先。而翻牆進校園的同學就萛被教官抓到了，也只低聲認錯，因為他們知道教官害怕他們受傷。上課打盹的同學被罰抄課文，他可能事後再補張道歉小紙條交給老師。在我眼中，學校或老師對我們的處分通常不是責罰性質，而是提點與警醒。若因自己一時的腦羞成怒而濫用權力，以後還有誰能矯正你的錯誤、擦亮你的盲點呢？
    當國家將選擇權交予你手時，那是期望一個未來國家主人翁誕生的暗示。我們不應把盛大的成年禮物製造成不定時炸彈，因為我們要學習事物還有很多。學校對於學生來說就是另一個家庭，同學們有如兄弟姊妹的陪伴；老師們有如慈詳*父母的教誨，我們應該營造一個更溫暖的學習環境，了解如何更溫潤的待人處世，不是嗎？
    窗外的清風正與雲朵嬉戲著，太陽公公陪著下課鐘響微笑了。就萛校園中有被罰跑操場的同學、有被教官訓話的同學，我們的心中是感恩的，因為他們的一字一句都和爸媽的嘮叨太相似了。是吧，誰會去向法官們控訴爸媽的責罰呢？
    溫暖的校園，溫暖的學生，溫暖的老師，這是第二個溫暖的家。「第六八四號解釋」對我來說，只是個隱形的條文罷了。
"
100_CH1-09,A+,5,5,5,4,5,24,司法院大法官會議做出第六八四號解釋，認定大學生如不滿學校的處分，有權可提起訴願和行政訴訟。臺灣大學李校長表示，依據《大學法》的規定，學校在法律的範圍內有自治權，學生也有很多申訴管道；大法官做出這項解釋，可能造成學校和學生之間關係的緊張。學校是教學的地方，學校和學生之間的關係，應如何維持和諧，避免陷於緊張，而影響教學活動，是學校和學生雙方面都應關心的問題。對大法官的這項解釋和李校長的反應，以你在學校的親身體驗或所見所聞，請以「學校和學生的關係」為題，寫一篇完整的文章。文體不拘，文長不限。,"        學校和學生的關係
    沒有暗礁的溪流要如何激起美麗浪花？靜海造不出好水手，有時候，衝突使事物更完善，使人類更加成熟。
    大法官站在「理」的角度，認為只要「理直」則「氣壯」。積極爭取本身權益是民主的表現，若不服學校處份，學生有權訴諸法律。李校長則認為此釋憲易造成師生對立，關係緊張，因為學校的出發點皆希望學生變好，或許囉唆，但動機是好意。
    我認為要理直更要氣和，凡事退一步思考，則一探手就是海闊天空。高中階段，女校的教官各個嚴格，緊繃的臉孔是冬日的寒氣，冰得刺骨、凍得扎人。學校的服儀規範特別嚴苛：紮衣服，內搭顏色、髮飾、皮鞋、仔細的程度令人髮指。小至耳飾大至服裝，每一項皆謹慎檢視。進校門就好比入海關，讓人不安、緊張。
    但嚴厲的措施下，學子們皆整齊清新，看著每個亭亭的少女，心裡有說不出的驕傲與認同。因此，即使教官要求入微，我仍甘之如飴。我始終相信：校規是為使我更臻完美。如果我問心無愧，服儀合格，就不必害怕教官的臨檢。
    甘地曾說：「如果想改變世界，先把自己當成那個改變。」想要修改教條，不如先反省自己，檢視本身的態度、作法，進而試想他人的立場。余秋雨在《蘇東坡突圍》裡說：「成熟是一種圓潤而不刺眼的光暈，是一種不必理會周遭喧鬧的從容，是一種對自己的坦然。」我認為：成熟是站在一種並不陡峭的高度。可以堅持己見，卻不固步自封。
    傾聽，是一種謙卑，是一種學習，更是增進彼此和諧的潤滑油。學校和學生的關係，不是對立，不是緊張，而是似「探戈」的舞步，看似不合卻契合的讓人心折，交織成優雅的視覺享受。在一來一往中，積極找尋相融之道，激發絢燦的火花，讓彼此更臻圓滿。
"
100_CH1-08,A,4,4,4,4,4,20,司法院大法官會議做出第六八四號解釋，認定大學生如不滿學校的處分，有權可提起訴願和行政訴訟。臺灣大學李校長表示，依據《大學法》的規定，學校在法律的範圍內有自治權，學生也有很多申訴管道；大法官做出這項解釋，可能造成學校和學生之間關係的緊張。學校是教學的地方，學校和學生之間的關係，應如何維持和諧，避免陷於緊張，而影響教學活動，是學校和學生雙方面都應關心的問題。對大法官的這項解釋和李校長的反應，以你在學校的親身體驗或所見所聞，請以「學校和學生的關係」為題，寫一篇完整的文章。文體不拘，文長不限。,"        學校和學生的關係
    身為一名學生，從我求學至今，在漫長的學習道路上學校給了我非常多重要的東西。他們或有形或無形，而且都將成為我在未來成長的道路中重要的力量。相信不只是對我，對大多數同學而言都是如此。學校是討論學問、是學生學習成長，也是老師傾囊相授之處。也為此，過去我們一直希望不要有過多的國家權力、政治因素介入其中，以期能夠保有一塊讓每個人都能盡情發表言論和想法的園地。而今，學生究竟能不能透過司法管道以尋求救濟被搬上了台面討論，也難免爭議。
    根據_李_校長所言，無非是不希望因為大學自治權被破壞。可提起訴願和行政訴訟正意味著司法權有可能對學校作成的處份進行挑戰，同時也難以避免有心之人濫用司法，而導致學校和司法體系兩方的資源浪費，故_李_校長的擔心也是有其道理。
    但是為什麼大法官會做出這樣的解釋呢？我們要明白，有救濟才有權利，權利是因為能夠主張才得以存在。倘若用盡了學校管道仍無法得到應有的救濟該怎麼辦？高中時我有幸能夠進到一間風氣開明，學生自治組織發達的學校。每個學生都能夠積極參與公眾事務，對於覺得不合理之事也能勇於以正當管道向學校提出，學校也願意聆聽並適時改進。一直以來，我都以這樣的校園風氣為傲。即便是學校和學生有意見相左之時，我都仍然願意去相信一件事情正是因為能被公眾討論，才能夠有所進展和改變。
    如此民主的校風培養了良好的公民意識和公眾參與的熱情。我們期待每間學校都能如此！但又是否所有學校都能夠克服困難而發展出這樣的風氣？而當學校不願意聆聽之時，學生的權利又該如何去何從。我想除了訴諸媒體之外，我們應該還有更多能訴諸於正當體制之內的選擇。因此學生究竟應不應該擁有訴諸司法的權利？害怕浪費雙方資源而斷絕司法是否正確？國家的公權利又是否會反嗜*學校內應有的自治權利和制序？這些都還有待更多公眾的理性討論。只有當學校的制序和學生的權利能夠適當主張之時，學校和學生才能達到雙贏的美好局面！
"
100_CH1-01,A,4,4,4,4,4,20,司法院大法官會議做出第六八四號解釋，認定大學生如不滿學校的處分，有權可提起訴願和行政訴訟。臺灣大學李校長表示，依據《大學法》的規定，學校在法律的範圍內有自治權，學生也有很多申訴管道；大法官做出這項解釋，可能造成學校和學生之間關係的緊張。學校是教學的地方，學校和學生之間的關係，應如何維持和諧，避免陷於緊張，而影響教學活動，是學校和學生雙方面都應關心的問題。對大法官的這項解釋和李校長的反應，以你在學校的親身體驗或所見所聞，請以「學校和學生的關係」為題，寫一篇完整的文章。文體不拘，文長不限。,"        學校和學生的關係
    學習，乃人生不可間斷的大事。它維繫著個人的發展、社會的進步，甚至國家的盛衰。於是學校和學生的關係便也是相當重要的問題了。
    自由自治的思想風行於世已將近有一世紀之久，如今，這股風潮也吹入_臺灣_的校園，刮起陣陣衝擊學校學生關係的強風。司法認為，大學自治開放是對民主政治的回應，但校方則認為學校是教育國家棟樑的場所，過度的學生自治會導致師生衝突，將不利教學的進行，事實上，我深信只要學生與校方能彼此尊重，不論自治權放寛與否，學園永遠都會是寧靜的學習聖堂。
    過去學生與校方的關係在我的學是相當不和諧的。上層過度的專斷，不理會學生的訴求，造成學生惡意的反抗。但是自從換了新校長，她民主、親切、尊重學生的意見與權益，校園變得溫暖和樂，學生自然地尊重學校，兩方開始了善意的溝通，不再是怒罵充斥學園，取而代之的是讚美與認可。可見，尊重，是維繫學校和學關係在*重要的環節。
    除了互相尊重，包容也是不可或缺的雅量。有溝通就必定產生衝突，如_伏爾泰_所說：「我雖然不同意你，但我尊重你說話的權利。」當學校和學生發生衝突時，校方應放下高高在上的態度，仔細地聆聽學生的想法和困難，共同尋求解決之道；相對的學生也應該對衝突冷靜以對，不要讓衝動駕御*了行動，要用包容心看待事件中的分歧，回歸理性解決爭端。
    學校是塑造國家希望的地方；學生是帶領社會向前邁進的齒輪，兩者間的關係應用尊重、包容、理性來維持和諧。教育和學習相輔相承，它們走在通往成功的路途，為人們開路；它們引領著世界旋轉，帶來日日的晨曦和熠熠星光。如果_臺灣_學校和學生關係能維持和諧，那這將是我們民主的驕傲、國家進步的希望！"
100_CH1-06,A+,5,5,5,4,5,24,司法院大法官會議做出第六八四號解釋，認定大學生如不滿學校的處分，有權可提起訴願和行政訴訟。臺灣大學李校長表示，依據《大學法》的規定，學校在法律的範圍內有自治權，學生也有很多申訴管道；大法官做出這項解釋，可能造成學校和學生之間關係的緊張。學校是教學的地方，學校和學生之間的關係，應如何維持和諧，避免陷於緊張，而影響教學活動，是學校和學生雙方面都應關心的問題。對大法官的這項解釋和李校長的反應，以你在學校的親身體驗或所見所聞，請以「學校和學生的關係」為題，寫一篇完整的文章。文體不拘，文長不限。,"三、引導寫作    
        學校和學生的關係
    有種樹經驗的人都知道，很多樹種根上會有一顆顆的根瘤，但千萬不能拔除，因為那是根瘤菌和樹共生形成的。根瘤菌提供樹無法自行製造的養分，同時樹也回報以不同的營養物質供其生長。我想學校和學生之間就像樹和根瘤一樣吧！
    學校像大樹一般，是成熟、是茁壯的，學生就像根瘤菌般，是成長中、有無限可能的，兩者互生，任一方的成長都是兩邊獲利的。學生從學校習得知識，同時也提供新知予學校吸收，像孔子與諸位弟子曾一同談話，這位至聖先師一開始就開宗明義的說：「以吾一日長乎爾，吾毋以爾！」。他並不以身為老師為尊，而是以教學相長的態度來面義學生。正是因為如此，門人才對他「仰之彌高、鑽之彌堅」吧！
    但學生也不能因此而僭越禮法。日前大法官解釋學生有權對學校提出行政訴訟，或許就有些不妥—何曾看見根瘤菌盤踞整個樹頭呢？因為它們都知道，互生共榮才能生生不息，任一方太過強勢是不會有好處的。去年暑假，我參加了台灣哈佛領導營，有許多哈佛的學生來台，他們說雖然國外風氣較為自由，學生與教授間是亦師亦友，上課也常聽見學生和教授的辨論。但是學生也要給老師絕對的尊重，就和蘇格拉底的問答教學法一樣。因為每位哈佛的學生都稟持一個原則：「在問問題時，別忘記自己還是一位學生。」唯有虛心受教，才有可能漸漸成熟。
    有些學校主管政策的傲慢的，有些學生想法是偏執的。這些偏見像一塊布幔擋住彼此的視野。何不將傲慢折疊，將偏執收捲呢？如此，雙方才能携手，為教育的田畝犁出一畦「百年樹人」的藍圖！
"
